objectid,settlementId,settlementNameHeb,settlementNameEng,streetCode,streetNameHeb,streetNameEng,houseNum,floorNo,assetArea,dealAmount,dealId,propertyTypeDescription,dealNatureDescription,assetRoomNum,neighborhood,dealDate,gushNum,parcelNum,subParcelNum,polygonId,sourceorder,E,N,X,Y
252379,4000,חיפה,Haifa,40001012,יד לבנים,Yad LaBanim,85,קרקע,72,1300000,5007544280,דירה,דירה בבית קומות,3,נווה פז,2025-05-22T00:00:00.000Z,11212,16,1,53122922,1,35.018201,32.794804,202011.18,744473.67
454961,874,מגדל העמק,MIGDAL HAEMEQ,,,,,,158,2786000,9132168162,דירה,קוטג' חד משפחתי,6,,2025-06-12T00:00:00.000Z,17008,116,10,17008-116,1,35.237242,32.691601,222532.32,733013.45
454968,874,מגדל העמק,MIGDAL HAEMEQ,,,,,,158,2786810,11346210786,,,6,,2025-06-11T00:00:00.000Z,17008,116,2,17008-116,1,35.237242,32.691601,222532.32,733013.45
454962,874,מגדל העמק,MIGDAL HAEMEQ,,,,,ראשונה,158,2796000,9054173794,דירה,דירה בבית קומות,6,,2024-02-02T00:00:00.000Z,17008,116,11,17008-116,1,35.237242,32.691601,222532.32,733013.45
454963,874,מגדל העמק,MIGDAL HAEMEQ,,,,,ראשונה,160,1390000,8991235603,דירה,קוטג' חד משפחתי,6,,2023-10-10T00:00:00.000Z,17008,116,12,17008-116,1,35.237242,32.691601,222532.32,733013.45
454964,874,מגדל העמק,MIGDAL HAEMEQ,,,,,ראשונה,158,1395000,8989914230,דירה,קוטג' חד משפחתי,6,,2023-09-04T00:00:00.000Z,17008,116,13,17008-116,1,35.237242,32.691601,222532.32,733013.45
1644067,7900,פתח תקווה,Petah Tikva,79000148,נחשון,Nahshon,26,,540,5200000,3250413061,בנין,תעשיה,,אזור תעשיה סגולה,2012-03-27T00:00:00.000Z,6354,242,1,52340561,1,34.892585,32.109397,190022.7,668491.91
1644077,7900,פתח תקווה,Petah Tikva,79000148,נחשון,Nahshon,32,,1762,10460000,3596408233,קרקע,תחנת דלק,,אזור תעשיה סגולה,2024-01-02T00:00:00.000Z,6354,324,1,65495864,2,34.891711,32.110231,189940.48,668584.64
1644080,7900,פתח תקווה,PETAH TIQWA,79000148,נחשון,Nahshon,15,קומה ‎0‏,120,950000,3428396617,בנין,תעשיה,,אזור תעשיה סגולה,2018-06-14T00:00:00.000Z,6354,48,10,52300900,2,34.894742,32.106206,190225.27,668137.47
1644081,7900,פתח תקווה,PETAH TIQWA,79000148,נחשון,Nahshon,15,מרתף ‎-1‏,100,750000,3395808418,בנין,תעשיה,,אזור תעשיה סגולה,2017-03-06T00:00:00.000Z,6354,48,12,52300900,2,34.894742,32.106206,190225.27,668137.47
1644076,7900,פתח תקווה,Petah Tikva,79000148,נחשון,Nahshon,5,,800,7000000,3344587835,בנין,תעשיה,,אזור תעשיה סגולה,2015-09-09T00:00:00.000Z,6354,296,1,52086807,2,34.89608,32.106324,190351.59,668150.2
1281047,7000,לוד,,,,,,שלישית,110,480000,8820995568,דירה,דירה בבית קומות,5,,2005-01-10T00:00:00.000Z,4338,2,1,4338-2,1,34.871548,31.942441,187980.14,649984.19
2285850,200,בית ינאי,,,,,,,630,1477000,8006096410,קרקע,מגורים,0,,2023-12-03T00:00:00.000Z,8337,106,1,8337-106,1,34.865472,32.384219,187559.89,698975.57
1310458,685,בניה,,,,,,,1,437000,10519681368,קרקע,קרקע למגורים,,,2025-06-30T00:00:00.000Z,4993,107,1,4993-107,1,34.749977,31.841753,176438.3,638860.9
1716073,7900,פתח תקווה,Petah Tikva,79000156,שחם,Shaham,1,שבע עשרה,103,1510000,3633936959,בנין,משרד,0,אזור תעשיה רמת סיב,2025-08-28T00:00:00.000Z,6393,14,7,67226125,1,34.860186,32.091549,186958.48,666522.04
1716084,7900,פתח תקווה,Petah Tikva,79000156,שחם,Shaham,1,שלוש עשרה,228,2935000,3632898701,בנין,משרד,0,אזור תעשיה רמת סיב,2025-08-13T00:00:00.000Z,6393,14,8,67226125,1,34.860186,32.091549,186958.48,666522.04
1716096,7900,פתח תקווה,Petah Tikva,79000156,שחם,Shaham,1,ארבע עשרה,121,1700000,3632990805,בנין,משרד,0,אזור תעשיה רמת סיב,2025-08-11T00:00:00.000Z,6393,14,9,67226125,1,34.860186,32.091549,186958.48,666522.04
1715868,7900,פתח תקווה,Petah Tikva,79000156,שחם,Shaham,1,ארבע עשרה,228,2990000,3632851779,בנין,משרד,0,אזור תעשיה רמת סיב,2025-07-29T00:00:00.000Z,6393,14,10,67226125,1,34.860186,32.091549,186958.48,666522.04
1715879,7900,פתח תקווה,Petah Tikva,79000156,שחם,Shaham,1,שלוש עשרה,315,4165000,3632046710,בנין,משרד,0,אזור תעשיה רמת סיב,2025-07-06T00:00:00.000Z,6393,14,11,67226125,1,34.860186,32.091549,186958.48,666522.04
287278,4000,חיפה,Haifa,40000157,הפלוגות,HaPlugot,60,ראשונה,100,1200000,4843474160,דירה,דירה בבית קומות,4,קרית חיים מזרחית,2021-03-15T00:00:00.000Z,11570,122,5,51813121,1,35.071492,32.831053,207008.01,748486.24
287279,4000,חיפה,Haifa,40000157,הפלוגות,HaPlugot,60,שניה,65,620000,4444785600,דירה,דירה בבית קומות,3,קרית חיים מזרחית,2011-05-03T00:00:00.000Z,11570,122,6,51813121,1,35.071492,32.831053,207008.01,748486.24
287277,4000,חיפה,Haifa,40000157,הפלוגות,HaPlugot,60,ראשונה,60,750000,4441563480,דירה,דירה בבית קומות,3,קרית חיים מזרחית,2011-01-25T00:00:00.000Z,11570,122,4,51813121,1,35.071492,32.831053,207008.01,748486.24
287276,4000,חיפה,Haifa,40000157,הפלוגות,HaPlugot,60,,72,610000,4365027280,דירה,דירה בבית קומות,3.5,קרית חיים מזרחית,2009-06-25T00:00:00.000Z,11570,122,3,51813121,1,35.071492,32.831053,207008.01,748486.24
287275,4000,חיפה,Haifa,40000157,הפלוגות,HaPlugot,60,,59,533000,4240904760,דירה,דירה בבית קומות,3,קרית חיים מזרחית,2006-02-07T00:00:00.000Z,11570,122,2,51813121,1,35.071492,32.831053,207008.01,748486.24
1881816,9400,יהוד-מונוסון,Yehud-Monosson,94000101,ויצמן,Weizmann,39,קרקע,25,335000,3632554645,בנין,משרד,,,2025-07-09T00:00:00.000Z,6693,54,6,65950317,1,34.892489,32.032579,189989.02,659973.58
1881789,9400,יהוד-מונוסון,Yehud-Monosson,94000101,ויצמן,Weizmann,39,שלישית,47,1200000,3605126561,דירה,דירה בבית קומות,2,,2024-09-11T00:00:00.000Z,6693,54,29,65950317,1,34.892489,32.032579,189989.02,659973.58
1881780,9400,יהוד-מונוסון,Yehud-Monosson,94000101,ויצמן,Weizmann,39,שלישית,47,1700000,3598986159,דירה,דירה בבית קומות,2,,2024-03-28T00:00:00.000Z,6693,54,18,65950317,1,34.892489,32.032579,189989.02,659973.58
1881817,9400,יהוד-מונוסון,Yehud-Monosson,94000101,ויצמן,Weizmann,39,ראשונה,65,1385000,3516818139,דירה,דירה בבית קומות,3,,2021-07-07T00:00:00.000Z,6693,54,8,65950317,1,34.892489,32.032579,189989.02,659973.58
1881818,9400,יהוד-מונוסון,Yehud-Monosson,94000101,ויצמן,Weizmann,39,ראשונה,65,1310000,3487584196,דירה,דירה בבית קומות,3,,2020-09-17T00:00:00.000Z,6693,54,9,65950317,1,34.892489,32.032579,189989.02,659973.58
1520025,8600,רמת גן,Ramat Gan,86001518,טרומן,Truman,13,שניה,122,2075000,11346329445,דירה,דירה,5,מתחם נגבה,2011-12-29T00:00:00.000Z,6145,687,1,52185539,1,34.823737,32.06855,183508.65,663983.23
1517041,8600,רמת גן,Ramat Gan,86001518,טרומן,Truman,1,שניה,65,1900000,3635490982,דירה,דירה בבית קומות,3,מתחם נגבה,2025-11-26T00:00:00.000Z,6145,1070,32,52510746,2,34.822182,32.068752,183361.9,664006.15
1517785,8600,רמת גן,RAMAT GAN,86001518,טרומן,Truman,38,ראשונה,78,2150000,3575866228,דירה,דירה בבית קומות,3,מתחם נגבה,2023-12-10T00:00:00.000Z,6145,1338,6,52285097,2,34.826944,32.067815,183811.19,663900.66
1518132,8600,רמת גן,Ramat Gan,86001518,טרומן,Truman,19,ראשונה,89,849000,3569398387,דירה,דירה בבית קומות,4,מתחם נגבה,2023-03-19T00:00:00.000Z,6145,1509,1,52390829,2,34.824662,32.068418,183595.94,663968.28
